datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,AVERAGE of Wind_MWh
2023-03-13,75.0,48.2,58.6,75.0,46.3,58.5,47.6,69.9,0.111,100,20.83,rain,0.0,0.0,36.7,14.3,200.9,1008.3,81.5,13.8,147.8,12.8,6.0,,2023-03-13T07:02:38,2023-03-13T18:47:56,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,07477099999,LFLN",14665.75
2023-03-14,52.6,42.6,49.4,52.6,38.2,47.3,38.7,67.1,0.074,100,29.17,rain,0.0,0.0,36.3,17.4,256.9,1009.6,88.8,13.4,145.6,12.6,5.0,,2023-03-14T07:00:43,2023-03-14T18:49:18,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",12714.5
2023-03-15,54.5,31.8,43.0,54.5,31.8,42.6,32.8,70.8,0.006,100,4.17,rain,0.0,0.0,17.0,7.7,353.7,1019.8,61.5,13.7,201.0,17.3,7.0,,2023-03-15T06:58:48,2023-03-15T18:50:40,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",2862.25
2023-03-16,68.5,30.7,49.1,68.5,26.1,47.8,33.4,59.7,0.0,0,0.0,,0.0,0.0,26.3,14.6,151.7,1014.1,76.6,13.7,194.6,16.8,7.0,,2023-03-16T06:56:52,2023-03-16T18:52:02,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",7429.833333
2023-03-17,62.3,49.6,55.3,62.3,45.1,55.1,36.4,49.1,0.0,0,0.0,,0.0,0.0,31.8,17.4,173.8,1010.6,84.8,14.6,168.3,14.5,6.0,,2023-03-17T06:54:57,2023-03-17T18:53:24,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",7275.541667
2023-03-18,57.4,47.6,51.2,57.4,44.1,50.1,38.6,62.7,0.005,100,20.83,rain,0.0,0.0,24.5,11.6,185.4,1013.4,96.1,14.2,164.0,14.1,6.0,,2023-03-18T06:53:01,2023-03-18T18:54:46,0.88,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",6087.416667
2023-03-19,57.0,44.5,50.3,57.0,43.6,49.6,43.3,77.5,0.021,100,29.17,rain,0.0,0.0,27.8,11.3,272.2,1018.4,96.9,13.1,124.6,10.8,5.0,,2023-03-19T06:51:04,2023-03-19T18:56:07,0.92,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",3233.166667
2023-03-20,56.4,36.0,45.4,56.4,35.7,45.3,38.7,79.7,0.002,100,8.33,rain,0.0,0.0,10.5,4.6,59.4,1022.7,87.9,10.0,165.2,14.3,5.0,,2023-03-20T06:49:08,2023-03-20T18:57:28,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",2113.416667
2023-03-21,61.0,35.2,47.2,61.0,31.8,46.2,38.7,74.9,0.0,0,0.0,,0.0,0.0,12.5,6.8,209.4,1018.6,78.7,12.9,139.3,12.0,5.0,,2023-03-21T06:47:12,2023-03-21T18:58:49,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",4845.75
2023-03-22,66.4,34.8,51.5,66.4,30.9,50.5,40.2,68.8,0.001,100,4.17,rain,0.0,0.0,22.3,7.4,211.5,1014.6,74.0,12.8,181.0,15.8,6.0,,2023-03-22T06:45:15,2023-03-22T19:00:10,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",11094.125
2023-03-23,67.8,52.5,59.9,67.8,52.5,59.9,46.1,61.2,0.002,100,8.33,rain,0.0,0.0,15.7,9.2,184.8,1010.9,97.0,14.4,126.8,11.0,5.0,,2023-03-23T06:43:19,2023-03-23T19:01:31,0.06,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",12407.41667
2023-03-24,61.1,51.6,56.0,61.1,51.6,56.0,44.8,66.7,0.077,100,25.0,rain,0.0,0.0,25.7,13.9,209.7,1012.6,92.8,13.7,99.7,8.7,4.0,,2023-03-24T06:41:22,2023-03-24T19:02:52,0.09,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",13569.54167
2023-03-25,57.8,48.2,52.2,57.8,44.9,51.4,40.4,64.5,0.007,100,8.33,rain,0.0,0.0,27.4,11.2,230.1,1017.4,84.9,14.4,135.5,11.6,5.0,,2023-03-25T06:39:26,2023-03-25T19:04:12,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",11789.83333
2023-03-26,55.9,42.6,50.1,55.9,38.4,49.1,40.3,70.0,0.36,100,41.67,rain,0.0,0.0,34.1,16.6,245.1,1010.4,91.0,13.1,164.5,13.7,6.0,,2023-03-26T07:37:29,2023-03-26T20:05:33,0.15,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",10614.26087
2023-03-27,45.8,36.2,43.4,42.7,34.9,39.5,36.2,76.4,0.04,100,25.0,rain,0.0,0.0,22.4,12.8,334.4,1022.8,98.1,12.6,138.5,12.0,5.0,,2023-03-27T07:35:33,2023-03-27T20:06:53,0.18,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",4294.333333
2023-03-28,60.8,27.3,42.6,60.8,27.3,41.9,31.7,70.3,0.0,0,0.0,,0.0,0.0,15.7,8.0,142.7,1025.5,73.8,11.9,209.8,18.2,7.0,,2023-03-28T07:33:36,2023-03-28T20:08:13,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",4670.958333
2023-03-29,75.2,47.1,59.1,75.2,44.3,58.5,40.0,51.0,0.0,0,0.0,,0.0,0.0,18.9,11.6,178.3,1018.7,95.5,13.3,177.4,15.2,7.0,,2023-03-29T07:31:40,2023-03-29T20:09:33,0.25,Overcast,Cloudy skies throughout the day.,cloudy,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",6487.583333
2023-03-30,65.1,53.2,61.1,65.1,53.2,61.1,43.4,52.7,0.0,0,0.0,,0.0,0.0,28.4,10.2,226.4,1016.2,94.1,14.0,148.9,13.0,6.0,,2023-03-30T07:29:44,2023-03-30T20:10:53,0.28,Overcast,Cloudy skies throughout the day.,cloudy,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",11585.5
2023-03-31,60.5,49.5,55.6,60.5,45.2,55.1,42.0,60.7,0.142,100,33.33,rain,0.0,0.0,54.2,18.9,235.8,1010.8,78.9,12.7,180.0,15.5,6.0,,2023-03-31T07:27:48,2023-03-31T20:12:14,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",8701.5
2023-04-01,54.9,46.6,49.8,54.9,43.6,47.5,41.9,74.3,0.055,100,33.33,rain,0.0,0.0,36.1,11.0,247.8,1012.3,96.2,13.6,143.2,12.5,5.0,,2023-04-01T07:25:53,2023-04-01T20:13:34,0.35,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",13089.58333
2023-04-02,48.2,44.4,46.5,44.0,39.5,42.5,43.2,88.3,0.127,100,54.17,rain,0.0,0.0,21.2,11.2,318.3,1018.5,99.1,11.1,38.1,3.4,1.0,,2023-04-02T07:23:58,2023-04-02T20:14:54,0.38,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",8466.75
2023-04-03,46.5,42.8,43.9,42.4,38.0,39.2,40.9,89.3,0.044,100,25.0,rain,0.0,0.0,20.5,12.7,352.1,1022.3,100.0,8.5,150.6,13.0,5.0,,2023-04-03T07:22:03,2023-04-03T20:16:13,0.41,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",6515.291667
2023-04-04,53.2,30.2,41.8,53.2,25.3,38.0,28.9,62.6,0.0,0,0.0,,0.0,0.0,26.9,12.5,1.3,1021.0,13.2,13.2,264.8,22.9,8.0,,2023-04-04T07:20:08,2023-04-04T20:17:33,0.44,Clear,Clear conditions throughout the day.,clear-day,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",5267.416667
2023-04-05,55.4,26.3,40.4,55.4,26.3,40.1,28.0,65.4,0.0,0,0.0,,0.0,0.0,19.5,8.7,343.0,1021.8,8.4,13.1,263.1,22.8,8.0,,2023-04-05T07:18:14,2023-04-05T20:18:53,0.47,Clear,Clear conditions throughout the day.,clear-day,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",1328.416667
2023-04-06,58.6,33.3,45.7,58.6,29.3,44.2,32.1,61.9,0.0,0,0.0,,0.0,0.0,15.0,6.4,230.5,1020.3,91.0,13.3,216.8,18.7,8.0,,2023-04-06T07:16:20,2023-04-06T20:20:13,0.5,Overcast,Cloudy skies throughout the day.,cloudy,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",3639.0
2023-04-07,57.2,39.9,49.4,57.2,39.9,48.4,38.9,68.9,0.001,100,4.17,rain,0.0,0.0,20.7,11.3,349.5,1018.7,75.5,12.6,209.2,18.2,6.0,,2023-04-07T07:14:26,2023-04-07T20:21:33,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",2209.791667
2023-04-08,59.9,30.2,44.4,59.9,30.2,44.4,36.4,76.5,0.001,100,4.17,"rain,snow",0.0,0.0,21.0,10.3,22.2,1021.9,56.8,10.7,241.3,20.8,8.0,,2023-04-08T07:12:33,2023-04-08T20:22:53,0.58,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",2721.041667
2023-04-09,64.1,30.6,47.1,64.1,30.6,46.9,36.4,70.5,0.0,0,0.0,,0.0,0.0,15.4,6.9,33.2,1021.7,51.5,11.9,250.4,21.6,8.0,,2023-04-09T07:10:41,2023-04-09T20:24:12,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",2134.875
2023-04-10,66.4,36.4,52.6,66.4,35.3,52.2,39.7,65.0,0.0,0,0.0,,0.0,0.0,15.8,6.7,209.3,1020.3,97.4,13.7,176.5,15.2,7.0,,2023-04-10T07:08:49,2023-04-10T20:25:32,0.65,Overcast,Cloudy skies throughout the day.,cloudy,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",6660.5
2023-04-11,59.1,46.3,53.8,59.1,46.3,53.7,44.5,72.2,0.114,100,16.67,rain,0.0,0.0,21.2,8.8,297.0,1019.1,91.1,13.1,142.0,12.2,5.0,,2023-04-11T07:06:57,2023-04-11T20:26:52,0.69,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,07477099999,LFLN",7413.833333
2023-04-12,58.7,44.6,52.1,58.7,43.1,51.5,41.9,68.6,0.064,100,16.67,rain,0.0,0.0,33.1,12.8,226.2,1009.1,93.2,14.2,78.0,6.8,3.0,,2023-04-12T07:05:06,2023-04-12T20:28:12,0.72,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",12458.79167
2023-04-13,53.2,38.4,45.8,53.2,34.7,43.3,35.5,68.3,0.016,100,16.67,rain,0.0,0.0,22.5,10.5,256.3,1011.3,83.4,14.7,215.2,18.6,7.0,,2023-04-13T07:03:16,2023-04-13T20:29:31,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",8911.875
2023-04-14,52.8,39.2,46.3,52.8,36.6,43.9,40.1,79.6,0.196,100,33.33,rain,0.0,0.0,24.0,14.7,182.1,1009.7,97.1,14.0,91.0,7.8,3.0,,2023-04-14T07:01:26,2023-04-14T20:30:51,0.79,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",6432.75
2023-04-15,49.6,45.9,47.2,48.4,39.5,42.7,42.4,83.3,0.1,100,58.33,rain,0.0,0.0,33.8,14.9,293.5,1013.8,98.3,12.4,78.1,6.7,3.0,,2023-04-15T06:59:37,2023-04-15T20:32:11,0.83,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",7649.75
2023-04-16,54.2,42.6,47.3,54.2,39.2,44.4,40.7,79.0,0.001,100,4.17,rain,0.0,0.0,23.4,12.4,344.4,1023.5,97.0,10.4,121.4,10.5,6.0,,2023-04-16T06:57:49,2023-04-16T20:33:30,0.87,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",4365.875
2023-04-17,53.5,42.0,47.4,53.5,39.3,45.8,43.2,85.6,0.013,100,16.67,rain,0.0,0.0,21.0,10.6,345.3,1021.5,99.1,9.3,176.4,15.2,6.0,,2023-04-17T06:56:02,2023-04-17T20:34:50,0.9,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",4598.375
2023-04-18,58.1,37.2,48.2,58.1,36.5,47.3,42.3,81.7,0.014,100,4.17,rain,0.0,0.0,12.6,7.7,7.9,1018.1,95.6,9.2,194.1,16.7,6.0,,2023-04-18T06:54:15,2023-04-18T20:36:10,0.94,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",6803.708333
2023-04-19,68.6,37.1,53.0,68.6,37.1,52.8,43.2,73.3,0.0,0,0.0,,0.0,0.0,19.9,10.6,34.3,1016.5,42.7,9.4,264.1,22.8,8.0,,2023-04-19T06:52:29,2023-04-19T20:37:29,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",5884.291667
2023-04-20,60.1,41.8,51.1,60.1,39.5,50.2,38.7,65.4,0.0,0,0.0,,0.0,0.0,23.3,11.6,4.1,1011.5,59.8,12.9,254.9,21.9,7.0,,2023-04-20T06:50:44,2023-04-20T20:38:49,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",6109.416667
2023-04-21,65.9,33.8,49.9,65.9,33.8,49.5,41.7,75.0,0.0,0,0.0,,0.0,0.0,18.7,10.7,33.2,1008.2,81.2,10.4,220.9,19.1,6.0,,2023-04-21T06:49:00,2023-04-21T20:40:08,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",2557.916667
2023-04-22,60.7,51.4,55.9,60.7,51.4,55.9,48.6,77.5,0.634,100,50.0,rain,0.0,0.0,27.9,13.5,182.0,1009.6,98.6,11.2,103.5,8.8,5.0,,2023-04-22T06:47:16,2023-04-22T20:41:28,0.07,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",5265.958333
2023-04-23,60.8,41.7,51.9,60.8,39.3,51.2,45.3,80.1,0.007,100,16.67,rain,0.0,0.0,26.4,11.7,208.0,1010.6,86.8,11.4,171.2,14.8,6.0,,2023-04-23T06:45:34,2023-04-23T20:42:47,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",9242.375
2023-04-24,58.6,47.8,53.2,58.6,47.0,53.1,42.1,67.0,0.11,100,8.33,rain,0.0,0.0,19.6,9.4,268.4,1014.0,95.7,12.9,157.3,13.6,5.0,,2023-04-24T06:43:53,2023-04-24T20:44:07,0.14,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",6092.583333
2023-04-25,59.6,45.6,51.9,59.6,44.6,51.2,41.0,68.2,0.008,100,8.33,rain,0.0,0.0,17.2,9.7,327.0,1015.5,86.1,12.4,183.7,15.7,6.0,,2023-04-25T06:42:12,2023-04-25T20:45:26,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",2338.375
2023-04-26,66.3,39.9,53.5,66.3,39.9,53.5,43.7,71.7,0.0,0,0.0,,0.0,0.0,13.9,6.7,353.9,1016.3,90.3,12.2,181.8,15.6,6.0,,2023-04-26T06:40:33,2023-04-26T20:46:45,0.2,Overcast,Cloudy skies throughout the day.,cloudy,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",1428.125
2023-04-27,71.8,45.5,59.6,71.8,45.5,59.6,49.9,72.9,0.0,0,0.0,,0.0,0.0,13.0,5.4,79.3,1016.3,91.3,12.7,225.9,19.5,8.0,,2023-04-27T06:38:55,2023-04-27T20:48:04,0.25,Overcast,Cloudy skies throughout the day.,cloudy,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",1574.958333
2023-04-28,78.2,52.0,64.8,78.2,52.0,64.8,54.9,72.3,0.015,100,4.17,rain,0.0,0.0,15.1,8.1,47.0,1014.9,91.1,14.2,225.2,19.5,7.0,,2023-04-28T06:37:18,2023-04-28T20:49:22,0.26,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",4227.458333
2023-04-29,68.4,57.4,63.1,68.4,57.4,63.1,57.1,81.7,0.11,100,41.67,rain,0.0,0.0,17.7,8.3,5.8,1015.7,95.1,12.3,180.2,15.7,6.0,,2023-04-29T06:35:42,2023-04-29T20:50:41,0.3,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",1652.708333
2023-04-30,64.1,47.3,55.9,64.1,46.8,55.7,47.8,75.9,0.001,100,4.17,rain,0.0,0.0,16.6,8.9,329.0,1017.9,91.7,11.1,156.8,13.3,5.0,,2023-04-30T06:34:07,2023-04-30T20:52:00,0.33,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",2752.5
2023-05-01,64.1,43.3,54.3,64.1,43.3,54.3,46.4,76.1,0.024,100,12.5,rain,0.0,0.0,28.6,11.7,318.5,1018.4,78.8,11.9,217.2,18.9,7.0,,2023-05-01T06:32:34,2023-05-01T20:53:18,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",3181.416667
2023-05-02,66.5,44.0,54.9,66.5,44.0,54.7,46.1,74.8,0.001,100,4.17,rain,0.0,0.0,19.7,11.5,5.0,1022.3,67.4,12.2,219.8,18.9,7.0,,2023-05-02T06:31:01,2023-05-02T20:54:36,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,07477099999,LFLN",3344.041667
2023-05-03,71.9,38.6,56.5,71.9,38.6,56.5,45.7,70.4,0.0,0,0.0,,0.0,0.0,21.8,11.4,34.4,1019.8,5.4,11.7,313.8,27.0,9.0,,2023-05-03T06:29:31,2023-05-03T20:55:54,0.43,Clear,Clear conditions throughout the day.,clear-day,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",6397.125
2023-05-04,75.4,45.0,61.7,75.4,43.8,61.7,48.4,65.6,0.0,0,0.0,,0.0,0.0,21.0,9.4,291.6,1016.8,69.6,12.5,271.0,23.5,9.0,,2023-05-04T06:28:01,2023-05-04T20:57:11,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",6197.625
2023-05-05,65.5,49.0,57.3,65.5,49.0,57.3,53.2,86.9,0.265,100,29.17,rain,0.0,0.0,15.6,8.4,347.5,1019.2,86.8,11.6,170.1,14.7,6.0,,2023-05-05T06:26:33,2023-05-05T20:58:28,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",2335.0
2023-05-06,75.2,48.4,61.6,75.2,48.4,61.6,53.4,77.5,0.001,100,4.17,rain,0.0,0.0,12.8,6.7,40.1,1015.7,79.4,9.5,271.3,23.5,8.0,,2023-05-06T06:25:06,2023-05-06T20:59:45,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",1195.041667
2023-05-07,63.7,55.8,58.8,63.7,55.8,58.8,55.7,89.7,0.79,100,70.83,rain,0.0,0.0,24.9,8.0,208.3,1018.2,95.8,11.1,113.0,9.8,5.0,,2023-05-07T06:23:41,2023-05-07T21:01:01,0.56,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,07477099999,LFLN",1540.291667
2023-05-08,67.0,51.7,59.3,67.0,51.7,59.3,54.4,84.9,0.001,100,4.17,rain,0.0,0.0,15.3,7.8,330.7,1022.3,87.5,12.0,176.0,15.1,6.0,,2023-05-08T06:22:17,2023-05-08T21:02:18,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",1615.083333
2023-05-09,62.7,52.2,57.6,62.7,52.2,57.6,54.3,89.1,0.73,100,29.17,rain,0.0,0.0,23.9,10.4,215.6,1017.1,95.9,10.2,58.4,5.0,2.0,,2023-05-09T06:20:55,2023-05-09T21:03:33,0.63,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,07477099999,LFLN",4480.583333
2023-05-10,62.0,46.4,53.8,62.0,44.5,53.4,46.0,76.3,0.271,100,20.83,rain,0.0,0.0,24.2,10.7,263.6,1018.4,90.3,13.3,236.6,20.4,7.0,,2023-05-10T06:19:35,2023-05-10T21:04:48,0.67,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07460099999,LFLC,07379099999,07374099999,LFLV,07477099999,LFLN",5906.25
2023-05-11,55.8,49.5,52.1,55.8,49.0,52.1,48.4,87.3,0.24,100,58.33,rain,0.0,0.0,17.7,9.6,317.4,1017.0,97.9,12.8,158.5,13.8,6.0,,2023-05-11T06:18:16,2023-05-11T21:06:03,0.7,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",2159.0
2023-05-12,58.8,49.0,53.3,58.8,48.4,53.2,49.2,86.7,0.208,100,70.83,rain,0.0,0.0,24.3,9.5,323.4,1015.5,97.3,11.1,198.5,17.2,6.0,,2023-05-12T06:16:58,2023-05-12T21:07:17,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,07477099999,LFLN",3432.541667
2023-05-13,60.5,51.8,54.6,60.5,51.8,54.6,50.7,87.1,0.144,100,29.17,rain,0.0,0.0,18.3,8.5,324.4,1017.5,97.9,11.0,130.9,11.2,4.0,,2023-05-13T06:15:43,2023-05-13T21:08:31,0.78,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",5074.791667
2023-05-14,61.4,46.8,53.8,61.4,46.6,53.8,49.7,86.6,0.225,100,37.5,rain,0.0,0.0,24.0,10.4,324.4,1017.2,91.2,9.2,195.3,16.6,6.0,,2023-05-14T06:14:29,2023-05-14T21:09:44,0.81,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",3365.583333
2023-05-15,66.8,49.0,57.1,66.8,48.0,57.1,48.3,75.3,0.001,100,4.17,rain,0.0,0.0,24.0,12.3,328.9,1016.0,85.2,7.4,254.4,21.9,8.0,,2023-05-15T06:13:16,2023-05-15T21:10:56,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,07477099999,LFLN",5078.791667
2023-05-16,58.0,48.2,51.8,58.0,43.3,50.6,43.9,76.1,0.012,100,12.5,rain,0.0,0.0,29.1,15.6,349.7,1018.3,97.7,11.6,91.7,7.9,3.0,,2023-05-16T06:12:06,2023-05-16T21:12:07,0.88,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,07477099999,LFLN",8135.791667
2023-05-17,60.8,40.1,51.7,60.8,35.6,50.0,39.3,64.4,0.0,0,0.0,,0.0,0.0,31.5,19.2,6.0,1021.8,69.0,14.3,210.8,18.4,6.0,,2023-05-17T06:10:58,2023-05-17T21:13:18,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07460099999,07379099999,LFLC,07374099999,LFLV,07477099999,LFLN",7063.541667
2023-05-18,62.6,37.5,53.0,62.6,37.5,52.4,41.1,66.0,0.0,0,0.0,,0.0,0.0,25.5,12.7,17.5,1020.9,77.0,13.1,210.8,18.2,7.0,,2023-05-18T06:09:51,2023-05-18T21:14:28,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",5304.166667
2023-05-19,63.8,48.7,57.2,63.8,48.7,57.2,44.6,64.0,0.0,0,0.0,,0.0,0.0,21.8,13.5,353.1,1019.4,94.7,13.8,205.1,17.7,7.0,,2023-05-19T06:08:46,2023-05-19T21:15:37,0.0,Overcast,Cloudy skies throughout the day.,cloudy,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",5427.5
2023-05-20,65.4,48.9,58.1,65.4,48.9,58.1,48.9,72.6,0.026,100,8.33,rain,0.0,0.0,16.6,8.3,348.0,1015.3,96.9,13.1,167.3,14.5,5.0,,2023-05-20T06:07:43,2023-05-20T21:16:46,0.02,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"07460099999,07379099999,LFLC,07374099999,07477099999,LFLN",6243.083333
